Headword,Definition
СОСУД,"м. начыньне. Начыньне дрэўлянае, глінянае, мядзянае, сярэбранае. Ночыньня царкоўнае. Начыньні крованосныя. Начыньне сталовае, варыўнае."
СОСЧИТЫВАТЬ,"зьлічаць—чацца, зьлік, зьлічыць—чыцца; рахаваць."
СЧЕТОВОДСТВО,рахунковасьць.
СЧЕТОВОД,м. рахмайстар.
СОСЕДСТВО,"ср. суседзтва, сусед—дка, суседзкасьць, суседні, суседзька."
СОТВОРЯТЬ,"што, ствараць."
СОТЕННЫЙ,сотны. Сотны раз кажу табе!
СОТОВАРИЩ,м. сутаварыш—шка.
СОТРАПЕЗНИК,м. сусталоўнік.
СОТРУДНИК,"м. супрацоўнік—ніца, супрацоўніцтва, супрацоўны."
СОТРЯСАТЬ,"што, ўстрасаць—сацца."
СОТРАСЕНЬЕ,"ўстраска, страсежа."
СОТЫ,"васковыя начынькі да мёду, як іх робяць пшчолы; вуза, вузовы мед, мед ў вузе, ня спушчаны; вузок, адна асобная каморачка вузы."
СОУМЫШЛЕННИК,супольнік злачыну.
СОУС,"м. франц. поліўка, якой паліваюць мяса падаючы на стол; сос; сосьніца."
СОУЧАСТВОВАТЬ,"у чым, быць супольнікам."
СОУЧАСТНИК,супольнік—ніца.
СОФА,"ж. турэцк. шырокі услон з поручамі, абіты тканінамі; услон."
СОХРАНЯТЬ,"што, каго; хаваць, заховываць, пераховываць. Хавай цябе Божа! Збожжа трэба пераховываць у сухім мейсцы. Заховывай сваё слова."
СОХРАННОСТЬ,"спахоўнасьць, спахоўны, спахоў. Усе вашы рэчы ў спахоўнасьці, ў цэласьці. Аддаць што ў спахоў. Спахоўна знайшоў свае рэчы."
СОХРАНЧИВЫЙ,"спахоўлівы, спахоўчывы."
СОХРАНИТЬ,ухаваць. Ухавай Божа!
СОЦИАЛЬНОСТЬ,ж. франц. грамадзкасьць.
СОЦИАЛИЗМ,м. франц. вучэньне аб будове грамадзкага ладу; соціялізм.
СОЧЕТАТЬ,"злучаць, падбіраць."
СОЧЕТАНИЕ,"злучэньне, падбіраньне, падбор."
СОЧИНЯТЬ,"што, тварыць, твор, творчасьць."
СОЧЛЕНЯТЬ,"зьвязываць, счапляць, сустаўляць."
СОЧЛЕНЕНИЕ,"сустаў, суставы."
СОЧУВСТВОВАТЬ,"каму, спачуваць, спачуцьце, спачуваюча. Спачуваць чужому гору."
СОШЕСТВИЕ,зойсьце. Зойсьце з гары.
СОЩИПЫВАТЬ,"кветкі, сашчыкаць—шчыкнуў."
СОЮЗ,м. ўзаемная зьвязь; сувязь.
СОЮЗНЫЙ,"сувязны, сувязьнік—ніца."
СПАЗМЫ,ж. мн. лац. сутаргі.
СПАИВАТЬ,змацовываць мэталічнай лютоўкай; зьлютовываць—вацца.
СПАЙКА,ж. зьлютоўка; зьлітнасьць.
СПАЛЗЫВАТЬ,"з чаго, спаўзаць, споўз."
СПАЛЬНЯ,ж. пакой да спаньня; апачывальня.
СПАРЖА,"ж. расьціна Asparagus officinalis; шпарагі, шпаражнік."
СПАРХИВАТЬ,"спырхаць, спырхнуць."
СПАСАТЬ,"каго, ратаваць; збаўляць. Ратуй тонучага. Ня лекар ратуе, а Бог. Вера збаўляе."
СПАСАТЬСЯ,"ратавацца; збаўляцца. Тавар ратуецца, а карабель тоне. Ратуйся, хто можа! Збаўляецца, а па тры разы ў дзень напіваецца. Збаўляецца, шукае сабе збаўленьня ў пустэльні."
СПАСАНЬЕ,ратаваньне.
СПАСЕНЬЕ,"ратаваньне, паратунак; збаўленьне. Ратаваньне тонучых. Збаўленьне душы. Без цярпеньня няма збаўленьня."
СПАСИТЕЛЬНАЯ,"лодка, ратунковая."
СПАСИТЕЛЬ,"ратаўнік; збавіцель. Ратаўнік убогіх. Ратаўнік патапаючых. Хрыстос збавіцель наш. Хрысьце, Боже, збавіцелю наш (Скарына)."
СПАСИБО,прысл. дзякую. Дзякую Богу і вашэці за начлег у клеці.
СПАТЬ,"спаць, спаткі, спатухны, спатанькі, спатачкі, спаньнё, сьніцца."
СПАХНУТЬ,"што, змахнуць, зьмясьці."
СПАЯТЬ,"што, зьлютаваць."
СПЕЧЬ,"што, сьпячы—чыся, сьпечаны, сьпека."
СПЕКТАКЛЬ,"м. франц. відовішча, прадстаўленьне."
СПЕКУЛЯЦИЯ,"ж. франц. спэкуляція—лянт; махлярства, махлер."
СПЕЛЕНАТЬ,"дзяцё, спавіць—ваньне."
СПЕПЕЛИТЬ,"што, спапяліць."
СПЕРВА,"прысл. спярша. Спярша так, а цяпер гэтак. Тыж-бы спярша сказаў гэта."
СПЕРЕТЬ,"што, сьперці."
СПЕРТЫЙ,аб паветры: затхлы.
СПЕСЬ,"ж. пыха, пышны, пышлівы—васьць. А барыня пышна на вуліцу вышла. Разумнай пыхі не бывае. Дурань павім пяром пышаецца."
СПЕЦИЯ,"ж. лац. лякарства, зельля."
СПЕЦИАЛЬНЫЙ,лац. спэціяльны; нарочны.
СПЕЦИАЛЬНО,нарочыта.
СПИНА,"ж. задняя (у чалавека), або верхняя (у жывёлаў) часьць цела; хрыбет; горб; плечы, плечкі."
СПИНКА,"у крэсьле, прыслон, плечкі."
СПИРАЛЬ,вітуніца—нічны; сьпіраля.
СПИХИВАТЬ,што зкуль; сьпіхаць—ханьне.
СПИЦА,"ж. (ням. Spitze); пруток, прут."
СПИЧКА,"ж. сернік, сернікі, сернічны."
СПИЧ,м. англ. прамова.
СПЛАВЛЯТЬ,што з чым; стапляць—ляцца.
СПЛАВ,м. стопак. Стопак серабра.
СПЛАВ,"па рацэ, сплаў, сплаўная, сплыць."
СПЛАНИРОВАТЬ,"што, сплянаваць."
СПЛАЧИВАТЬ,"што, цесна зьбіваць; шчыціць, шчытны, сашціціць—ціцца."
СПЛЕСНУТЬ,спаласнуць—нуцца. Рыбіна спаласнулася ў чароце; пляснуць.
СПЛЕТНИ,"плёткі, каверзьні."
СПЛЕТНИК,пляткар—карка.
СПЛИН,м. англ. хаморлівасьць.
СПЛОТИТЬ,"што, сашчыціць; зьліць."
СПЛОХОВАТЬ,скепсціць.
СПЛОШЬ,"прысл. зьлітна, ўшчыць."
СПЛОШНОЙ,"зьлітны, шчытны."
СПЛУТАВАТЬ,змахляваць.
СПОБОРНИК,спаборнік; памочнік.
СПОБОРСТВОВАТЬ,"каму, чаму; памагаць."
СПОДВИЖНИК,таварыш падзей.
СПОДОБЛЯТЬ,"каго, годным учыніць."
СПОДРУЧНО,зручна—насьць.
СПОДРУЧНИК,памочнік—ніца.
СПОЛНА,прысл. поўнасьцю. Грошы атрымаў ўсе поўнасьцю.
СПОРА,"ж. лац. зародышы ў бязкветных, безнасенных расьцінах; зярло, зярліца, зерлавыя, зерлакі."
СПОРИТЬ,"з кім, спрачацца, спрэчка."
СПОРЛИВЫЙ,спрэчлівы.
СПОСОБСТВОВАТЬ,"чаму, памагаць."
СПОСПЕШЕСТВОВАТЬ,"каму, спрыяць, памагаць."
СПРАШИВАТЬ,"каго, пытаць—тацца."
СПРОС,м. попыт. Сёлета ёсьць попыт на лён.
СПРОВАДИТЬ,"каго, прагнаць, аднадзіць."
СПРИГИВАТЬ,"скуль, саскаківаць."
СПРИСНУТИЕ,ср. спрыскі.
СПРЯГАТЬ,"каго з кім, злучаць, падбіраць."
СПРЯЧЬ,"коні, спрагчы, спрагаць."
СПРЯМЛЯТЬ,"што, спрастовываць."
СПРЯТАТЬ,"што, схаваць—вацца, схоў, сховы, схоўна, схоўкі, схоўшчык—чыца."
СПУГАТЬ,"каго, спужаць, злякнуць, спудзіць."
СПУД,мерка да збожжа; карэц.
СПУТАТЬ,"што, зблутаць, скудлаць."
СПЯТИТЬ,"з розуму, злузнуцца з глуздоў."
СРАВНИВАТЬ,што з чым; раўняць—няцца.
СРАВНЕНИЕ,"ср. параўнаньне, зраўнаньне."
СРАВНИТЕЛЬНЫЙ,параўнаўчы.
СРАЖАТЬ,"каго, зьбіваць, бітва."
