Headword,Definition
ОКРАДЫВАТЬ,"каго, акрадаць, акрадзены."
ОКРАШИВАТЬ,"што, афарбовываць."
ОКРАСКА,ж. афарбоўка.
ОКРЕСТ,"чаго, вакол. Вакол хаты, лесу. Вакол сьвятых чэрці плодзяцца."
ОКРЕЩИВАТЬ,"ахрышчаць, ксціць."
ОКРИВЛЯТЬ,"каго, назбавіць вока, асьляпіць на адно вока; калечыць. Па нашаму „крывы“ можа быць толькі с пакрыўленай, падагнутай нагой, але ніколі „крывы“ ў значэньні аднавокага."
ОКРИЛЯТЬ,"каго, акрыяць, акрыяў, акрыялі."
ОКРИСТАЛИЗИРОВАТЬ,"што, акрышталіць."
ОКРОВАВИТЬ,"каго, што; акрывавіць, акрывеніць."
ОКРОМСАТЬ,"што, абчыкрыжыць."
ОКРОМУХА,"хлеба, акраец."
ОКРОМЯ,"прысл. акром, апрыч."
ОКРУГЛЯТЬ,"што, акругляць, акругляцца, акругласьць."
ОКРУГ,"м. абвод кругам; круг. Небесному кругу верхотворче Господи. С небесных кроуг Гаоуриилъ слетев. Круг нябесны (зодзіяк). Круг сонечны, месячны. (Гл. „Круг“)."
ОКРУГ,"м. мяйсцовасьць абнятая кругам інтэрасаў; абвод; кругаколіца, кругакольны; кругаселіца, аколіца."
ОКРУЖИТЬ,"што, акружыць, акружацца, акружэнь."
ОКРУЧИВАТЬ,"што чым, акручываць, акручаць, акручаны."
ОКРУТНИК,м. машкарнік.
ОКРЫЛАТЕТЬ,"акрылець, акрыяць."
ОКТАЭДР,м. грэцк. гэамэтр. васьміграннік; клуб агранены на восем гран.
ОКТОИХ,м. кніга царкоўнага сьпеву на 8 галасоў; васмігалосьнік.
ОКТЯБРЬ,дзясяты месяц году; кастрычнік.
ОКУЛИРОВАТЬ,"лац. прышчапляць воспу, дрэвы; прышчапляць, прышчэпка, прышчэп."
ОКУЛИСТ,м. вачавы доктар.
ОКУНАТЬ,"што, каго у што; апусьціць у цечу і ўзноў выняць; панураць, панураны, панурыў, панурыўся, панураньне."
ОКУПАТЬ,"што, акупляць."
ОКУРИВАТЬ,"дымам, акаджаць, ацьмяваць, адымляць."
ОКУТАТЬ,"дзяцё, авінуць, атуліць, агарнуць."
ОКУЧИВАТЬ,"бульбу, буракі; акапываць, абсыпаць."
ОЛАДЬИ,блінчыкі; аладкі.
ОЛЕНЬ,м. найме зьвера Cervus tarandus; алень.
ОЛИСТВЕНИТЬ,дрэвы; алісьцьвіць.
ОЛИФА,"ж. вараны алей да маляваньня; пакост, пакосьціць, напакосьціць."
ОЛИЦЕТВОРЯТЬ,"прыдаваць рэчы аблічча, прыпісываць ўласьцівасьці асобы; уасабляць, уасобленьне, уасоблены."
ОЛОВО,"крушэц, мэталь, stannum; цына, цыновы, цынаваць. Цыновая конаўка, талерка. Па нашаму „волава“: Plumbum, а па расійску — „свинец“."
ОЛТАРЬ,"м. аўтар, аўтарны."
ОЛУХ,"м. целяпей, пабавень."
ОЛЬХА,"дрэва Alnus glutinosa; вольха, альшына, альхоўнік, альховы."
ОМЕГА,ж. грэцк. апошняя літара грэцкай абэцады.
ОМЕРЗИТЬ,"што, чым, каму; агідзіць, агіда; абрыдзіць, абрыда."
ОМЕРЗИТЕЛЬНЫЙ,агідлівы; абрыдлівы.
ОММОРОК,м. амарока.
ОМОВЕНИЕ,ср. абмыцьцё.
ОМРАЧАТЬ,"што, зацямняць, зацяняць; амарочываць, ахмараць, ацьмяваць."
ОМРАЧАТЬСЯ,"хмарыцца, ацямняць. Ноч ацямніла зямлю. Ведамка гэта амарочыла яго. Неба ахмарылася, зыхмарылася."
ОМУТ,"м. яма пад вадой у рацэ ці возеры; вір, амут. У ціхім віры чэрці плодзяцца."
ОНЕМЕТЬ,"анямець, анямелы; ацерпнуць. Прыседжаная нага ацерпла. Ацерплі ад сьцюжы пальцы. Анямеў, ябязмовіў навекі."
ОНУЧА,"м. ануча, анучына, анучы; анучнік, рызьнік, хто скупляе старое рызьзё."
ОН,"м. заімак; ён, яго, ягоны; яна, яно."
ОНЕМИТЬ,"каго, аняміць, анямеласьць."
ОПАДАТЬ,"ападаць, ападкі."
ОПАЗДЫВАТЬ,"прыхадзіць, прыбываць куды пазьней належнага; пазьніцца, спазьняцца, спознены, спозьненьне."
ОПАИВАТЬ,"каго, апаіваць, апоены."
"ОПАИВАТЬ, ОПАЯТЬ","што, абліць цынай; аблютаваць, алютаваць, алютоўка. Трэба алютаваць дно ў бляшанцы каб не цякла."
ОПАЛЗЫВАТЬ,"апаўзаць, апаўзаньне, апоўзьліва, апоўзьлік, апаўзень."
ОПАЛУБИТЬ,"човен, апакрыць, астрапіць."
ОПАЛ,"м. цэнны камень; апаль, апалёвы."
ОПАЛЫВАТЬ,"белар. лехі; апалываць, апалоць, пеліва."
ОПАЛА,"гнёў, няміласьць зьверхніка; кара, гнеў,"
ОПАЛЬЧИВЫЙ,"запальчывы, які хутка згараецца гневам."
ОПОРИШ,м. часьць адпоратага абутку; апорак.
ОПАСАТЬ,"каго, перасьцярагаць, асьцярагаць."
ОПАСАТЬСЯ,"асьцярагацца, баяцца."
ОПАСЕНЬНЕ,"асьцярожнасьць, абачлівасьць."
ОПАСКА,"ж. асьцярога, абачнасьць."
ОПАСНЫЙ,"чаго трэба асьцярагацца; небасьпечны, небасьпечнасьць."
ОПАСНОСТЬ,небасьпека.
ОПАСЛИВЫЙ,"чалавек, асьцярожны, абачны, боязкі."
ОПАХИВАТЬ,"што, абдзьмухаць, абвяваць, абмахіваць."
ОПАХАЛО,"знадабьбе для навяваньня на сябе прахалоды; авахтаць, авахтацца, вахтар, вахтавацца."
ОПАШЬ,"прысл. ўнакідзь, ўнакідку."
ОПАШЕНЬ,"шырокая, вопратка; накідка."
ОПАХИВАТЬ,праводзіць баразну; аборываць.
ОПАХТАНЬНЕ,"сырватка ад біцьця масла; масьлянка, юрага."
ОПЕКА,"ж. аг. сл. апека, апякун, апякунства, апякавацца. Апякуецца над чужымі дзяцьмі. Бацькаўская апека найлепшая."
ОПЕКАТЬ,"аблажыўшы гарачым пячы; апякаць, апяканьне, апеклы."
ОПЕЛЕНЫВАТЬ,"каго, спавіваць."
ОПЕЛЕНИТЬ,"што, пакрыць."
ОПЕПЕЛЯТЬ,"што, спаляць; абяртаць у попел; спапяляць, папяліць; папялыжка, рэч спапялеўшая."
ОПЕРА,"ж. музыкальны драматычны твор, на данныя словы; опэра; якія называюць лібрэтто тэкст, зьмест."
ОПЕРЕТКА,ж. музычна-сцэнічны твор жартлівага зьместу; опэрэтка.
ОПЕРАЦИЯ,"м. лац. гаспадарчае, тарговае ці іншае прадпрыемства; часьцей разумееца лекарская помач падаваная нажом, хірургіяй; апэрація."
ОПЕРЕЖИВАТЬ,"каго, апераджаць."
ОПЕРЕЛОЖЕТЬ,"аб ральлі, абярнуцца ў дзірван, быць запушчанай; задзірванець, задзірванелы."
ОПЕРЕНЬЕ,"ср. апераньне, апераны, аперыцца. Дзеткі ўжо аперыліся і акрыялі."
ОПЕРЕТЬ,што на што; абаперці; прысланіць.
ОПЕСТРЯТЬ,"што, апстрыкаціць, апярэсьціць."
ОПЕХИВАТЬ,"адтрасаць у начоўках ашакі, луску; апалываць."
ОПЕЧЬЕ,"лаўка, ляжанка пры печы; пяколак."
ОПИЛИВАТЬ,"што, апіловываць, апілкі."
ОПИСЫВАТЬ,"што, апісываць, апісаньне, опіс."
ОПИСЬ,"сьпісаньне чаго; сьпіс, сьпісовы."
ОПИСКА,"памылка ў пісьме; памылка, памылковы, памыляцца."
ОПИЙ,м. згушчаны малочысты сок індыйскіх макавак; опіум.
ОПЛАВЛИВАТЬ,"руду, воск, сала; тапіць, топлены, топкі."
ОПЛАКИВАТЬ,"каго, што; аплаківаць."
ОПЛАМЕНЯТЬ,"што, апалымляць, апалымець. Апалымелі ужо дровы ў печы. Апалымеў румянцам."
ОПЛАЧИВАТЬ,"што, каму; аплачываць."
ОПЛЕВЫВАТЬ,"аплёвываць; ахарківаць, акархіваць."
ОПЛЕКА,"ж. нашытка, знак на плячы; нарамнік. З залатымі нарамнікамі."
